index,token,count,tag,frequency,neg,neu,pos,compound
358,giant,4,JJ,0.004509582863585118,0.0,1.0,0.0,0.0
359,black,12,JJ,0.013528748590755355,0.0,1.0,0.0,0.0
360,hole,12,NN,0.013528748590755355,0.0,1.0,0.0,0.0
361,secondli,1,NNS,0.0011273957158962795,0.0,1.0,0.0,0.0
362,make,2,VBP,0.002254791431792559,0.0,1.0,0.0,0.0
363,assumpt,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
364,n't,2,RB,0.002254791431792559,0.0,1.0,0.0,0.0
365,understand,5,NN,0.005636978579481398,0.0,1.0,0.0,0.0
366,human,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
367,capabl,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
368,meassur,3,NN,0.0033821871476888386,0.0,1.0,0.0,0.0
369,chang,17,NN,0.019165727170236752,0.0,1.0,0.0,0.0
370,locat,3,NN,0.0033821871476888386,0.0,1.0,0.0,0.0
371,milkyway,3,NN,0.0033821871476888386,0.0,1.0,0.0,0.0
372,lack,1,JJ,0.0011273957158962795,1.0,0.0,0.0,-0.3182
373,tool,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
374,doesnt,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
375,follow,2,VB,0.002254791431792559,0.0,1.0,0.0,0.0
376,milkyway,3,NN,0.0033821871476888386,0.0,1.0,0.0,0.0
377,n't,2,RB,0.002254791431792559,0.0,1.0,0.0,0.0
378,move,4,VBP,0.004509582863585118,0.0,1.0,0.0,0.0
379,follow,2,VB,0.002254791431792559,0.0,1.0,0.0,0.0
380,inform,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
381,requir,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
382,determin,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
383,thank,2,VBD,0.002254791431792559,0.0,0.0,1.0,0.3612
384,feedback,2,NN,0.002254791431792559,0.0,1.0,0.0,0.0
385,correct,2,NN,0.002254791431792559,0.0,1.0,0.0,0.0
386,center,11,NN,0.012401352874859075,0.0,1.0,0.0,0.0
387,milki,33,NN,0.03720405862457723,0.0,1.0,0.0,0.0
388,way,35,NN,0.03945885005636979,0.0,1.0,0.0,0.0
